"treat","age","edu","black","hisp","married","re74","re75","re78","u74","u75","nodegree","agesq","edusq","re74sq","re75sq","u74black","p_lpm","p_logit"
1,23,12,1,0,0,5506.31005859375,501.074005126953,671.331970214844,0,0,0,529,144,30319450.4613707,251075.158613966,0,0.210318712038579,0.538509756025718
1,29,14,1,0,0,0,679.672973632812,17815,1,0,0,841,196,0,461955.35108687,1,0.771172278399007,0.869811087512398
1,18,10,1,0,0,0,798.908020019531,9737.150390625,1,0,1,324,100,0,638254.024451528,1,0.851335962405993,0.951917149126802
1,19,9,1,0,0,0,798.908020019531,17685.19921875,1,0,1,361,81,0,638254.024451528,1,0.838336377166923,0.959869486886778
1,27,9,1,0,1,0,934.445007324219,1773.42004394531,1,0,1,729,81,0,873187.471713159,1,0.680893955488963,0.828013813297275
1,22,12,1,0,0,5605.85009765625,936.177001953125,0,0,0,0,484,144,31425555.3173926,876427.378985941,0,0.212028802134649,0.501749465361812
1,23,10,1,0,1,0,936.439025878906,11233.2998046875,1,0,1,529,100,0,876918.049189035,1,0.701848626307946,0.806002523818865
1,20,11,1,0,0,3637.5,1220.83996582031,1085.43994140625,0,0,1,400,121,13231406.25,1490450.22214414,0,0.278725039094432,0.597869433441957
1,17,9,1,0,0,1716.51000976562,1253.43994140625,5445.2001953125,0,0,1,289,81,2946406.61362559,1571111.6867125,0,0.271618310473082,0.636874086884107
1,28,11,1,0,0,0,1284.07995605469,60307.8984375,1,0,1,784,121,0,1648861.33354141,1,0.829373987836891,0.955997902947362
1,26,11,1,0,1,0,1392.84997558594,1460.35998535156,1,0,1,676,121,0,1940031.05448975,1,0.69998922481468,0.767592013150181
1,20,11,1,0,0,16318.599609375,1484.98999023438,6943.33984375,0,0,1,400,121,266296693.211094,2205195.27109629,0,0.273061030058811,0.403296126647631
1,24,11,1,0,1,824.388977050781,1666.10998535156,4032.7099609375,0,0,1,576,121,679617.185482834,2775922.48328818,0,0.133848945609458,0.247300655925258
1,31,9,1,0,0,0,1698.60998535156,10363.2998046875,1,0,1,961,81,0,2885275.88233604,1,0.803150435398915,0.958544671970893
1,18,10,1,0,0,2143.40991210938,1784.27001953125,11141.400390625,0,0,1,324,100,4594206.05132872,3183619.50259805,0,0.276879298910035,0.603804438838048
1,29,12,1,0,0,10881.900390625,1817.28002929688,0,0,0,0,841,144,118415756.111485,3302506.70488125,0,0.188252618999084,0.381858389161159
1,24,9,1,0,0,9154.7001953125,2288.67993164062,4849.56005859375,0,0,1,576,81,83808535.6660547,5238055.82949454,0,0.243922550289788,0.56046523446336
1,25,12,1,0,0,14426.7998046875,2409.27001953125,0,0,0,0,625,144,208132552.604531,5804582.02701211,0,0.19651170526151,0.327018790966812
1,24,10,1,0,0,4250.39990234375,2421.94995117188,1660.51000976562,0,0,1,576,100,18065899.3298438,5865841.56598145,0,0.256285651011768,0.61762538193984
1,46,8,1,0,0,3165.65991210938,2594.71997070312,0,0,0,1,2116,64,10021402.6791363,6732571.72636563,0,0.18336266822095,0.133671948862806
1,19,11,1,0,0,2305.03002929688,2615.28002929688,4146.60009765625,0,0,1,361,121,5313163.43596035,6839689.63163906,0,0.279283989218002,0.533018821232794
1,19,8,1,0,0,0,2657.06005859375,9970.6796875,1,0,1,361,64,0,7059968.15497422,1,0.821418164181668,0.940963555842289
1,27,11,1,0,0,2206.93994140625,2666.27001953125,0,0,0,1,729,121,4870583.90497422,7108995.81705117,0,0.256568666112881,0.608468211518298
1,26,11,1,0,1,0,2754.64990234375,26372.30078125,1,0,1,676,121,0,7588096.08448243,1,0.696674674289002,0.710934843586542
1,20,10,1,0,0,5005.72998046875,2777.36010742188,5615.18994140625,0,0,1,400,100,25057332.6373637,7713729.16629845,0,0.266441784659557,0.533460240437612
1,28,10,1,0,0,0,2836.51000976562,3196.57006835938,1,0,1,784,100,0,8045789.03550059,1,0.818019325655548,0.949418099445134
1,24,12,1,0,0,13765.7998046875,2842.76000976562,6167.68017578125,0,0,0,576,144,189497244.262734,8081284.47312266,0,0.198365412796104,0.307895297487763
1,19,8,1,0,0,2636.35009765625,2937.26000976562,7535.93994140625,0,0,1,361,64,6950341.83741212,8627496.36496836,0,0.248344273634607,0.577241699563332
1,23,12,1,0,0,6269.33984375,3039.9599609375,8484.240234375,0,0,0,529,144,39304622.0764313,9241356.56410313,0,0.203653737841723,0.388342450676041
1,42,9,1,0,1,0,3058.53002929688,1294.41003417969,1,0,1,1764,81,0,9354605.94011074,1,0.640672237220707,0.378817294273123
1,25,13,1,0,0,12362.900390625,3090.72998046875,0,0,0,0,625,169,152841306.068516,9552611.81216836,0,0.198130841207954,0.237493735945566
1,18,9,1,0,0,0,3287.3798828125,5010.33984375,1,0,1,324,81,0,10806866.4939203,1,0.835304303515003,0.926897768030412
1,21,12,1,0,0,6473.68017578125,3332.40991210938,9371.0400390625,0,0,0,441,144,41908535.0183032,11104955.8223248,0,0.20859299138199,0.346212537373586
1,27,10,1,0,0,1001.15002441406,3550.080078125,0,0,0,1,729,100,1002301.37138428,12603068.5611,0,0.247845816311652,0.63571156786786
1,21,8,1,0,0,989.268005371094,3695.89990234375,4279.60986328125,0,0,1,441,64,978651.186450902,13659676.0881445,0,0.241912465293979,0.612919850618072
1,22,9,1,0,0,2192.8798828125,3836.98999023438,3462.56005859375,0,0,1,484,81,4808722.18044376,14722492.1851588,0,0.250085744620847,0.5922755379533
1,31,4,1,0,0,8517.58984375,4023.2099609375,7382.5498046875,0,0,1,961,16,72549336.7463531,16186218.3897867,0,0.135793094676414,0.230928807104831
1,24,10,1,0,1,11703.2001953125,4078.14990234375,0,0,0,1,576,100,136964894.811563,16631306.6259863,0,0.114234495182389,0.0942731827420198
1,29,10,1,0,0,0,4398.9501953125,0,1,0,1,841,100,0,19350762.8208399,1,0.811724575401598,0.92849339578486
1,29,12,1,0,0,9748.3896484375,4878.93994140625,10976.5,0,0,0,841,144,95031100.7377634,23804054.9518492,0,0.181398294768251,0.253553586732596
1,31,9,1,0,0,10717,5517.83984375,9558.5,0,0,1,961,81,114854089,30446556.541275,0,0.217223958688216,0.337919779717901
1,22,10,1,0,1,1468.34997558594,5588.66015625,13228.2998046875,0,0,1,484,100,2156051.65080322,31233122.3420563,0,0.122126587333377,0.12874747558711
1,21,9,1,0,0,6416.47021484375,5749.330078125,743.6669921875,0,0,1,441,81,41171090.017977,33054796.3472328,0,0.245726876847685,0.3885702117391
1,17,10,1,0,0,1291.46997070312,5793.85009765625,5522.7900390625,0,0,1,289,100,1667894.68522793,33568698.9541113,0,0.27116407909847,0.384415968771359
1,26,12,1,0,1,8408.759765625,5794.830078125,1424.93994140625,0,0,0,676,144,70707240.7959938,33580055.6343422,0,0.0533645898744063,0.0463801539497948
1,19,10,1,0,0,4121.9501953125,6056.75,0,0,0,1,361,100,16990473.4126368,36684220.5625,0,0.262355913701726,0.358192506247972
1,26,10,1,0,0,25929.69921875,6788.9599609375,672.877014160156,0,0,1,676,100,672349301.574844,46089977.3512125,0,0.23741941653242,0.238137065783253
1,28,11,1,0,0,1929.03002929688,6871.85986328125,0,0,0,1,784,121,3721156.8539291,47222457.9805758,0,0.244397524245458,0.387469237193843
1,33,11,1,0,0,0,7867.919921875,6281.43017578125,1,0,1,1089,121,0,61904163.8970375,1,0.801512274645219,0.798442963135563
1,33,12,1,0,1,20280,10941.400390625,15952.599609375,0,0,0,1089,144,411278400,119714242.507969,0,0.022175251631339,0.00759241153770904
1,25,14,1,0,1,35040.1015625,11536.599609375,36647,0,0,0,625,196,1227808717.51031,133093130.547031,0,0.0514891458980709,0.00557002927567238
1,35,9,1,0,1,13602.400390625,13830.599609375,12804,0,0,1,1225,81,185025296.386875,191285485.554844,0,0.0548320387239749,0.00796022438591567
1,35,8,1,0,1,13732.099609375,17976.19921875,3786.6298828125,0,0,1,1225,64,188570559.681797,323143738.352188,0,0.0348139206966921,0.00329071263163468
1,33,11,1,0,1,14660.7001953125,25142.19921875,4181.93994140625,0,0,1,1089,121,214936130.216836,632130181.555313,0,0.0578360119766449,0.000652575109991364
1,22,9,0,1,0,0,0,3595.88989257812,1,1,1,484,81,0,0,0,0.32808653004234,0.904853622465242
1,33,12,0,0,1,0,0,12418.099609375,1,1,0,1089,144,0,0,0,0.0306774746587136,0.0762001292268146
1,41,14,0,0,0,0,0,5149.5,1,1,0,1681,196,0,0,0,0.150458011273789,0.070154849895749
1,38,9,0,0,0,0,0,6408.9501953125,1,1,1,1444,81,0,0,0,0.196377203814459,0.375104705492272
1,27,10,0,1,0,0,0,11142.900390625,1,1,1,729,100,0,0,0,0.3242149534467,0.905338527705462
1,19,9,0,0,0,0,0,13188.7998046875,1,1,1,361,81,0,0,0,0.245695576253992,0.519501793662792
1,18,8,0,1,1,0,0,2787.9599609375,1,1,1,324,64,0,0,0,0.19313362018187,0.514358168191075
1,22,11,0,0,0,0,0,1048.43005371094,1,1,1,484,121,0,0,0,0.254417710667144,0.501630811398414
1,23,7,0,0,0,0,0,0,1,1,1,529,49,0,0,0,0.20688366557832,0.557565679840141
1,25,11,0,0,0,0,0,18783.400390625,1,1,1,625,121,0,0,0,0.245982129749789,0.525951616327586
1,38,12,0,0,0,0,0,4941.85009765625,1,1,0,1444,144,0,0,0,0.153649732010337,0.22971535505963
1,23,8,0,1,0,0,0,3881.28002929688,1,1,1,529,64,0,0,0,0.312863530135825,0.908386475254376
1,21,12,0,0,0,0,0,8048.60009765625,1,1,0,441,144,0,0,0,0.197041764747852,0.385142840606206
1,25,12,0,0,0,0,0,5587.5,1,1,0,625,144,0,0,0,0.185707860927441,0.422487840668235
1,31,9,0,1,0,0,0,26817.599609375,1,1,1,961,81,0,0,0,0.303947032353437,0.900426436966858
1,17,9,0,1,0,445.170013427734,74.3434982299805,6210.669921875,0,0,1,289,81,198176.340855249,5526.95572907111,0,0.342437333562794,0.85496196988466
1,21,12,0,0,0,3670.8701171875,334.049011230469,12558,0,0,0,441,144,13475287.4172602,111588.741904054,0,0.193307010223949,0.290515841812645
1,27,13,0,0,1,9381.5703125,853.723022460938,0,0,0,0,729,169,88013861.5283813,728842.999079838,0,0.0404032331396878,0.0282418818775249
1,18,11,0,0,0,3678.22998046875,919.557983398438,4321.7099609375,0,0,1,324,121,13529375.7892191,845586.884831801,0,0.261068915992805,0.298658817078932
1,23,12,0,1,0,9385.740234375,1117.43994140625,559.442993164062,0,0,0,529,144,88092119.7471657,1248672.02265,0,0.273606039783653,0.64117696491605
1,23,8,0,0,1,0,1713.15002441406,4232.31005859375,1,0,1,529,64,0,2934883.0061499,0,0.0829507469333218,0.127383234951956
1,26,11,0,0,0,0,2226.27001953125,13385.900390625,1,0,1,676,121,0,4956278.19986367,0,0.237746040482574,0.40813383695994
1,31,12,0,0,0,0,2611.21997070312,2484.55004882812,1,0,0,961,144,0,6818469.73539883,0,0.163562021594622,0.26380124321556
1,19,10,0,0,0,0,5324.10986328125,13829.599609375,1,0,1,361,100,0,28346145.8362887,0,0.242843377182742,0.23742023778543
1,19,11,0,1,1,5424.490234375,5463.7998046875,6788.4599609375,0,0,1,361,121,29425094.3028297,29853108.3057032,0,0.202829241868003,0.141036435947608
1,20,9,0,1,0,12260.7998046875,5875.0498046875,1358.64001464844,0,0,1,400,81,150327211.850625,34516210.2075586,0,0.312720856902398,0.481090813811275
1,22,12,0,1,1,492.230987548828,7055.7001953125,10092.7998046875,0,0,0,484,144,242291.345103295,49782905.2461329,0,0.133763976823769,0.129368038506513
1,22,12,0,0,0,6759.990234375,8455.5,12590.7001953125,0,0,0,484,144,45697467.9688454,71495480.25,0,0.169521508752324,0.0554677156484818
1,29,10,0,1,0,0,8853.669921875,5112.009765625,1,0,1,841,100,0,78387471.0855141,0,0.298327813488621,0.574070198970614
0,50,12,1,0,1,0,0,0,1,1,0,2500,144,0,0,1,0.590747512159951,0.0720805643945323
0,28,12,1,0,1,0,0,0,1,1,0,784,144,0,0,1,0.637866566052487,0.742035877894459
0,25,12,1,0,0,0,0,0,1,1,0,625,144,0,0,1,0.780350746244534,0.950613686720192
0,50,12,1,0,1,0,0,0,1,1,0,2500,144,0,0,1,0.590747512159951,0.0720805643945323
0,23,12,1,0,0,0,0,4728.72998046875,1,1,0,529,144,0,0,1,0.785931235557469,0.948103014288052
0,34,14,1,0,1,0,0,0,1,1,0,1156,196,0,0,1,0.626109570502677,0.454530184545583
0,36,12,1,0,1,0,0,17732.69921875,1,1,0,1296,144,0,0,1,0.618311411913427,0.611499241525834
0,36,12,1,0,1,0,8951.6103515625,11821.7998046875,1,0,0,1296,144,0,80131327.8862009,1,0.59744932163394,0.185783329857193
0,33,13,1,0,1,0,10741.900390625,20688.19921875,1,0,0,1089,169,0,115388424.00211,1,0.603482422045347,0.127559437314345
0,25,12,1,0,1,0,21483.900390625,1220.59997558594,1,0,0,625,144,0,461557975.994297,1,0.601639369372158,0.0287731505315797
0,43,12,1,0,1,715.132019042969,1879.83996582031,5910.91015625,0,0,0,1849,144,511413.804660473,3533798.29709531,0,0.0279320671685318,0.0336227915725795
0,24,12,1,0,0,783.706970214844,0,10344.099609375,0,1,0,576,144,614196.61516333,0,0,0.212190674058976,0.672609447938845
0,23,12,1,0,0,1077.59997558594,3222.580078125,5910.91015625,0,0,0,529,144,1161221.70738281,10385022.3599281,0,0.20685022687231,0.48997572157156
0,22,12,1,0,1,1269.59997558594,0,0,0,1,0,484,144,1611884.09800781,0,0,0.0830178715860032,0.215822862994817
0,20,12,1,0,0,1367.56994628906,12532.2998046875,2955.44995117188,0,0,0,400,144,1870247.55799307,157058538.39457,0,0.194974620986688,0.0961462752510747
0,21,12,1,0,0,1959.27001953125,5460.47998046875,1152.63000488281,0,0,0,441,144,3838739.00943398,29816841.6171,0,0.20666654692325,0.329159625488227
0,22,12,1,0,1,2006.2900390625,2470.64990234375,0,0,0,0,484,144,4025199.72084141,6104110.93995118,0,0.0763273985970046,0.13042782820276
0,20,12,1,0,0,2351.1201171875,4475.81005859375,17732.69921875,0,0,0,400,144,5527765.80544376,20032875.680609,0,0.211579141739182,0.352683156906057
0,28,12,1,0,0,2938.89990234375,2864.52001953125,0,0,0,0,784,144,8637132.6359961,8205474.94229531,0,0.192627788236272,0.473895934998876
0,24,12,1,0,0,3330.75,4654.83984375,11821.7998046875,0,0,0,576,144,11093895.5625,21667533.9709625,0,0.198930941454034,0.370660911118855
0,22,12,1,0,0,3579.580078125,17133.400390625,11821.7998046875,0,0,0,484,144,12813393.5357094,293553408.945469,0,0.178787281327194,0.035713666825004
0,20,12,1,0,0,3730.43994140625,8951.6103515625,13299.5,0,0,0,400,144,13916182.1564391,80131327.8862009,0,0.200572066192667,0.155201729538214
0,27,12,1,0,1,3918.53002929688,1994.42004394531,17732.69921875,0,0,0,729,144,15354877.5905014,3977711.31169082,0,0.0622364720811198,0.133687708898717
0,23,12,1,0,1,3918.53002929688,2864.52001953125,8866.3603515625,0,0,0,529,144,15354877.5905014,8205474.94229531,0,0.0711200716143724,0.108057095336104
0,23,12,1,0,1,3918.53002929688,11637.099609375,9753,0,0,0,529,144,15354877.5905014,135422087.318516,0,0.0517232194405245,0.0180625542762377
0,31,12,1,0,1,3918.53002929688,18440.30078125,24973.599609375,0,0,0,961,144,15354877.5905014,340044692.902969,0,0.0176772935388787,0.00392577707066128
0,19,12,1,0,0,5387.97998046875,8056.4501953125,12117.400390625,0,0,0,361,144,29030328.269932,64906389.7495508,0,0.204398928885834,0.151420627529709
0,21,12,1,0,1,5868,3043.55004882812,10048.5,0,0,0,441,144,34433424,9263196.89972168,0,0.0751952877591466,0.0822952867815921
0,24,12,1,0,1,5877.7998046875,8951.6103515625,17732.69921875,0,0,0,576,144,34548530.5439844,80131327.8862009,0,0.0532422715813865,0.0279585706539533
0,31,12,1,0,1,5877.7998046875,11064.2001953125,15959.400390625,0,0,0,961,144,34548530.5439844,122416525.961953,0,0.0303493740001886,0.0158478094127467
0,22,12,1,0,0,5891.52001953125,10367.7998046875,5763.1298828125,0,0,0,484,144,34710008.1405375,107491272.790078,0,0.190354326725247,0.114407871613097
0,20,13,1,0,0,5897.39013671875,12532.2998046875,14777.2998046875,0,0,0,400,169,34779210.4246676,157058538.39457,0,0.194578687559312,0.0465036348005895
0,23,12,1,0,0,6494.97021484375,12532.2998046875,14186.2001953125,0,0,0,529,144,42184638.0917075,157058538.39457,0,0.18275582886265,0.0752219775197066
0,22,12,1,0,0,6583.14013671875,4475.81005859375,0,0,0,0,484,144,43337734.0596774,20032875.680609,0,0.202940286556357,0.303036529918054
