treat,age,edu,black,hisp,married,re74,re75,re78,u74,u75,nodegree
1,17,9,1,0,0,0,0,1953.27001953125,1,1,1
1,30,11,1,0,0,0,0,0,1,1,1
1,26,10,1,0,1,2028,0,0,0,1,1
1,20,9,1,0,0,6083.990234375,0,8881.669921875,0,1,1
1,20,12,1,0,0,989.26800537109375,165.20799255371094,0,0,0,0
1,18,11,1,0,0,858.2540283203125,214.56399536132812,929.88397216796875,0,0,1
1,27,12,1,0,1,3670.8701171875,334.04901123046875,0,0,0,0
1,27,12,1,0,0,2143.409912109375,357.95001220703125,22163.30078125,0,0,0
1,20,12,1,0,0,0,377.5690002441406,1652.6400146484375,1,0,0
1,19,10,1,0,0,0,385.27398681640625,8124.72021484375,1,0,1
1,23,12,1,0,0,5506.31005859375,501.0740051269531,671.33197021484375,0,0,0
1,29,14,1,0,0,0,679.6729736328125,17815,1,0,0
1,18,10,1,0,0,0,798.90802001953125,9737.150390625,1,0,1
1,19,9,1,0,0,0,798.90802001953125,17685.19921875,1,0,1
1,27,9,1,0,1,0,934.44500732421875,1773.4200439453125,1,0,1
1,22,12,1,0,0,5605.85009765625,936.177001953125,0,0,0,0
1,23,10,1,0,1,0,936.43902587890625,11233.2998046875,1,0,1
1,20,11,1,0,0,3637.5,1220.8399658203125,1085.43994140625,0,0,1
1,17,9,1,0,0,1716.510009765625,1253.43994140625,5445.2001953125,0,0,1
1,28,11,1,0,0,0,1284.0799560546875,60307.8984375,1,0,1
1,26,11,1,0,1,0,1392.8499755859375,1460.3599853515625,1,0,1
1,20,11,1,0,0,16318.599609375,1484.989990234375,6943.33984375,0,0,1
1,24,11,1,0,1,824.38897705078125,1666.1099853515625,4032.7099609375,0,0,1
1,31,9,1,0,0,0,1698.6099853515625,10363.2998046875,1,0,1
1,18,10,1,0,0,2143.409912109375,1784.27001953125,11141.400390625,0,0,1
1,29,12,1,0,0,10881.900390625,1817.280029296875,0,0,0,0
1,24,9,1,0,0,9154.7001953125,2288.679931640625,4849.56005859375,0,0,1
1,25,12,1,0,0,14426.7998046875,2409.27001953125,0,0,0,0
1,24,10,1,0,0,4250.39990234375,2421.949951171875,1660.510009765625,0,0,1
1,46,8,1,0,0,3165.659912109375,2594.719970703125,0,0,0,1
1,19,11,1,0,0,2305.030029296875,2615.280029296875,4146.60009765625,0,0,1
1,19,8,1,0,0,0,2657.06005859375,9970.6796875,1,0,1
1,27,11,1,0,0,2206.93994140625,2666.27001953125,0,0,0,1
1,26,11,1,0,1,0,2754.64990234375,26372.30078125,1,0,1
1,20,10,1,0,0,5005.72998046875,2777.360107421875,5615.18994140625,0,0,1
1,28,10,1,0,0,0,2836.510009765625,3196.570068359375,1,0,1
1,24,12,1,0,0,13765.7998046875,2842.760009765625,6167.68017578125,0,0,0
1,19,8,1,0,0,2636.35009765625,2937.260009765625,7535.93994140625,0,0,1
1,23,12,1,0,0,6269.33984375,3039.9599609375,8484.240234375,0,0,0
1,42,9,1,0,1,0,3058.530029296875,1294.4100341796875,1,0,1
1,25,13,1,0,0,12362.900390625,3090.72998046875,0,0,0,0
1,18,9,1,0,0,0,3287.3798828125,5010.33984375,1,0,1
1,21,12,1,0,0,6473.68017578125,3332.409912109375,9371.0400390625,0,0,0
1,27,10,1,0,0,1001.1500244140625,3550.080078125,0,0,0,1
1,21,8,1,0,0,989.26800537109375,3695.89990234375,4279.60986328125,0,0,1
1,22,9,1,0,0,2192.8798828125,3836.989990234375,3462.56005859375,0,0,1
1,31,4,1,0,0,8517.58984375,4023.2099609375,7382.5498046875,0,0,1
1,24,10,1,0,1,11703.2001953125,4078.14990234375,0,0,0,1
1,29,10,1,0,0,0,4398.9501953125,0,1,0,1
1,29,12,1,0,0,9748.3896484375,4878.93994140625,10976.5,0,0,0
1,31,9,1,0,0,10717,5517.83984375,9558.5,0,0,1
1,22,10,1,0,1,1468.3499755859375,5588.66015625,13228.2998046875,0,0,1
1,21,9,1,0,0,6416.47021484375,5749.330078125,743.6669921875,0,0,1
1,17,10,1,0,0,1291.469970703125,5793.85009765625,5522.7900390625,0,0,1
1,26,12,1,0,1,8408.759765625,5794.830078125,1424.93994140625,0,0,0
1,19,10,1,0,0,4121.9501953125,6056.75,0,0,0,1
1,26,10,1,0,0,25929.69921875,6788.9599609375,672.87701416015625,0,0,1
1,28,11,1,0,0,1929.030029296875,6871.85986328125,0,0,0,1
1,33,11,1,0,0,0,7867.919921875,6281.43017578125,1,0,1
1,33,12,1,0,1,20280,10941.400390625,15952.599609375,0,0,0
1,25,14,1,0,1,35040.1015625,11536.599609375,36647,0,0,0
1,35,9,1,0,1,13602.400390625,13830.599609375,12804,0,0,1
1,35,8,1,0,1,13732.099609375,17976.19921875,3786.6298828125,0,0,1
1,33,11,1,0,1,14660.7001953125,25142.19921875,4181.93994140625,0,0,1
1,22,9,0,1,0,0,0,3595.889892578125,1,1,1
1,33,12,0,0,1,0,0,12418.099609375,1,1,0
1,41,14,0,0,0,0,0,5149.5,1,1,0
1,38,9,0,0,0,0,0,6408.9501953125,1,1,1
1,27,10,0,1,0,0,0,11142.900390625,1,1,1
1,19,9,0,0,0,0,0,13188.7998046875,1,1,1
1,18,8,0,1,1,0,0,2787.9599609375,1,1,1
1,22,11,0,0,0,0,0,1048.4300537109375,1,1,1
1,23,7,0,0,0,0,0,0,1,1,1
1,25,11,0,0,0,0,0,18783.400390625,1,1,1
1,38,12,0,0,0,0,0,4941.85009765625,1,1,0
1,23,8,0,1,0,0,0,3881.280029296875,1,1,1
1,21,12,0,0,0,0,0,8048.60009765625,1,1,0
1,25,12,0,0,0,0,0,5587.5,1,1,0
1,31,9,0,1,0,0,0,26817.599609375,1,1,1
1,17,9,0,1,0,445.1700134277344,74.34349822998047,6210.669921875,0,0,1
1,21,12,0,0,0,3670.8701171875,334.04901123046875,12558,0,0,0
1,27,13,0,0,1,9381.5703125,853.7230224609375,0,0,0,0
1,18,11,0,0,0,3678.22998046875,919.5579833984375,4321.7099609375,0,0,1
1,23,12,0,1,0,9385.740234375,1117.43994140625,559.4429931640625,0,0,0
1,23,8,0,0,1,0,1713.1500244140625,4232.31005859375,1,0,1
1,26,11,0,0,0,0,2226.27001953125,13385.900390625,1,0,1
1,31,12,0,0,0,0,2611.219970703125,2484.550048828125,1,0,0
1,19,10,0,0,0,0,5324.10986328125,13829.599609375,1,0,1
1,19,11,0,1,1,5424.490234375,5463.7998046875,6788.4599609375,0,0,1
1,20,9,0,1,0,12260.7998046875,5875.0498046875,1358.6400146484375,0,0,1
1,22,12,0,1,1,492.2309875488281,7055.7001953125,10092.7998046875,0,0,0
1,22,12,0,0,0,6759.990234375,8455.5,12590.7001953125,0,0,0
1,29,10,0,1,0,0,8853.669921875,5112.009765625,1,0,1
0,50,12,1,0,1,0,0,0,1,1,0
0,28,12,1,0,1,0,0,0,1,1,0
0,25,12,1,0,0,0,0,0,1,1,0
0,50,12,1,0,1,0,0,0,1,1,0
0,23,12,1,0,0,0,0,4728.72998046875,1,1,0
0,34,14,1,0,1,0,0,0,1,1,0
0,36,12,1,0,1,0,0,17732.69921875,1,1,0
0,36,12,1,0,1,0,8951.6103515625,11821.7998046875,1,0,0
0,33,13,1,0,1,0,10741.900390625,20688.19921875,1,0,0
0,25,12,1,0,1,0,21483.900390625,1220.5999755859375,1,0,0
0,43,12,1,0,1,715.13201904296875,1879.8399658203125,5910.91015625,0,0,0
0,24,12,1,0,0,783.70697021484375,0,10344.099609375,0,1,0
0,23,12,1,0,0,1077.5999755859375,3222.580078125,5910.91015625,0,0,0
0,22,12,1,0,1,1269.5999755859375,0,0,0,1,0
0,20,12,1,0,0,1367.5699462890625,12532.2998046875,2955.449951171875,0,0,0
0,21,12,1,0,0,1959.27001953125,5460.47998046875,1152.6300048828125,0,0,0
0,22,12,1,0,1,2006.2900390625,2470.64990234375,0,0,0,0
0,20,12,1,0,0,2351.1201171875,4475.81005859375,17732.69921875,0,0,0
0,28,12,1,0,0,2938.89990234375,2864.52001953125,0,0,0,0
0,24,12,1,0,0,3330.75,4654.83984375,11821.7998046875,0,0,0
0,22,12,1,0,0,3579.580078125,17133.400390625,11821.7998046875,0,0,0
0,20,12,1,0,0,3730.43994140625,8951.6103515625,13299.5,0,0,0
0,27,12,1,0,1,3918.530029296875,1994.4200439453125,17732.69921875,0,0,0
0,23,12,1,0,1,3918.530029296875,2864.52001953125,8866.3603515625,0,0,0
0,23,12,1,0,1,3918.530029296875,11637.099609375,9753,0,0,0
0,31,12,1,0,1,3918.530029296875,18440.30078125,24973.599609375,0,0,0
0,19,12,1,0,0,5387.97998046875,8056.4501953125,12117.400390625,0,0,0
0,21,12,1,0,1,5868,3043.550048828125,10048.5,0,0,0
0,24,12,1,0,1,5877.7998046875,8951.6103515625,17732.69921875,0,0,0
0,31,12,1,0,1,5877.7998046875,11064.2001953125,15959.400390625,0,0,0
0,22,12,1,0,0,5891.52001953125,10367.7998046875,5763.1298828125,0,0,0
0,20,13,1,0,0,5897.39013671875,12532.2998046875,14777.2998046875,0,0,0
0,23,12,1,0,0,6494.97021484375,12532.2998046875,14186.2001953125,0,0,0
0,22,12,1,0,0,6583.14013671875,4475.81005859375,0,0,0,0
0,21,12,1,0,0,6661.509765625,11458.099609375,11208.599609375,0,0,0
0,27,12,1,0,1,6855.47021484375,0,8275.26953125,0,1,0
0,27,13,1,0,1,6857.43017578125,4096.259765625,24514,0,0,0
0,24,12,1,0,1,6857.43017578125,14322.599609375,26599.099609375,0,0,0
0,28,15,1,0,0,7445.2099609375,0,12708.400390625,0,1,0
0,53,14,1,0,1,7641.14013671875,8421.6796875,8127.5,0,0,0
0,19,12,1,0,0,7837.06982421875,3759.679931640625,3694.320068359375,0,0,0
0,32,12,1,0,1,7837.06982421875,5370.97021484375,8866.3603515625,0,0,0
0,20,12,1,0,1,7837.06982421875,8951.6103515625,20688.19921875,0,0,0
0,27,12,1,0,1,7837.06982421875,8951.6103515625,2210.679931640625,0,0,0
0,23,12,1,0,1,7837.06982421875,12532.2998046875,21870.400390625,0,0,0
0,23,12,1,0,1,7993.81005859375,13427.400390625,4433.18017578125,0,0,0
0,21,12,1,0,1,8150.5498046875,13092.599609375,10583.5,0,0,0
0,24,12,1,0,1,8275.9404296875,15416.5,8335.8603515625,0,0,0
0,26,12,1,0,1,8616.8603515625,8593.5498046875,10344.099609375,0,0,0
0,23,14,1,0,1,8675.6298828125,10398.2001953125,13004,0,0,0
0,25,12,1,0,0,8816.7001953125,6266.1298828125,10344.099609375,0,0,0
0,23,12,1,0,1,8816.7001953125,12174.2001953125,18471.599609375,0,0,0
0,27,12,1,0,0,8816.7001953125,14322.599609375,19210.400390625,0,0,0
0,21,12,1,0,0,8816.7001953125,14859.7001953125,5578.419921875,0,0,0
0,23,14,1,0,1,8934.259765625,12532.2998046875,8866.3603515625,0,0,0
0,23,16,1,0,0,9012.6298828125,16490.69921875,19210.400390625,0,0,0
0,27,12,1,0,1,9067.490234375,5370.97021484375,6649.77001953125,0,0,0
0,21,12,1,0,1,9169.3701171875,7161.2900390625,7388.6298828125,0,0,0
0,23,12,1,0,1,9169.3701171875,8271.2900390625,10403.2001953125,0,0,0
0,21,14,1,0,0,9420.150390625,5370.97021484375,9900.76953125,0,0,0
0,27,12,1,0,1,9796.330078125,0,11821.7998046875,0,1,0
0,21,12,1,0,1,9796.330078125,4296.77001953125,14777.2998046875,0,0,0
0,33,12,1,0,0,9796.330078125,8951.6103515625,0,0,0,0
0,22,12,1,0,1,9796.330078125,10741.900390625,11162.7001953125,0,0,0
0,29,12,1,0,1,9796.330078125,12532.2998046875,19210.400390625,0,0,0
0,23,12,1,0,1,9796.330078125,12532.2998046875,11821.7998046875,0,0,0
0,27,12,1,0,1,9796.330078125,14322.599609375,11821.7998046875,0,0,0
0,24,12,1,0,1,9796.330078125,14322.599609375,33987.69921875,0,0,0
0,25,12,1,0,1,9796.330078125,21483.900390625,6649.77001953125,0,0,0
0,30,12,1,0,1,9796.330078125,25064.5,29554.5,0,0,0
0,26,12,1,0,0,9913.8896484375,10741.900390625,15619.599609375,0,0,0
0,31,12,1,0,1,10188.2001953125,8951.6103515625,9605.2197265625,0,0,0
0,25,13,1,0,0,10247,15396.7998046875,12486.7998046875,0,0,0
0,27,12,1,0,0,10623.099609375,3222.580078125,8866.3603515625,0,0,0
0,27,12,1,0,1,10776,8951.6103515625,7536.41015625,0,0,0
0,24,12,1,0,0,10776,9309.6796875,8275.26953125,0,0,0
0,20,12,1,0,0,10776,16372.5,29554.5,0,0,0
0,23,12,1,0,1,10776,20481.30078125,29392,0,0,0
0,26,12,1,0,1,11167.7998046875,1074.18994140625,8866.3603515625,0,0,0
0,23,12,1,0,1,11167.7998046875,7812.97021484375,14777.2998046875,0,0,0
0,24,12,1,0,0,11285.400390625,13069.400390625,10344.099609375,0,0,0
0,23,12,1,0,0,11328.5,2685.47998046875,29216.099609375,0,0,0
0,28,14,1,0,1,11755.599609375,0,25875,0,1,0
0,29,12,1,0,1,11755.599609375,9846.76953125,20688.19921875,0,0,0
0,24,13,1,0,1,11755.599609375,10741.900390625,31097.30078125,0,0,0
0,21,12,1,0,1,11755.599609375,14322.599609375,16255,0,0,0
0,25,12,1,0,1,11755.599609375,14322.599609375,21427,0,0,0
0,22,13,1,0,1,11755.599609375,15217.7001953125,0,0,0,0
0,27,15,1,0,0,11755.599609375,16744.900390625,18442,0,0,0
0,26,12,1,0,1,11775.2001953125,14150.7001953125,16342.2001953125,0,0,0
0,25,13,1,0,1,11931.900390625,13824.900390625,12656.7001953125,0,0,0
0,30,12,1,0,1,12225.7998046875,10741.900390625,18962.19921875,0,0,0
0,24,12,1,0,1,12658.7998046875,19693.5,19210.400390625,0,0,0
0,37,17,1,0,1,12735.2001953125,1306.93994140625,4236.64013671875,0,0,0
0,23,12,1,0,0,12735.2001953125,14322.599609375,20688.19921875,0,0,0
0,25,16,1,0,1,12735.2001953125,18261.30078125,10521.400390625,0,0,0
0,28,12,1,0,1,12735.2001953125,19693.5,17732.69921875,0,0,0
0,27,12,1,0,1,13127.099609375,12353.2001953125,11526.2998046875,0,0,0
0,26,16,1,0,1,13323,19693.5,19934.5,0,0,0
0,22,12,1,0,1,13518.900390625,13427.400390625,12560.7001953125,0,0,0
0,22,12,1,0,1,13665.900390625,17903.19921875,13299.5,0,0,0
0,22,12,1,0,1,13714.900390625,0,664.97698974609375,0,1,0
0,25,12,1,0,1,13714.900390625,8235.48046875,17732.69921875,0,0,0
0,33,12,1,0,0,13714.900390625,11100,9605.2197265625,0,0,0
0,55,16,1,0,1,13714.900390625,11995.2001953125,23531.30078125,0,0,0
0,47,12,1,0,1,13714.900390625,12433.7998046875,14777.2998046875,0,0,0
0,20,12,1,0,1,13714.900390625,12532.2998046875,8866.3603515625,0,0,0
0,26,12,1,0,1,13714.900390625,12532.2998046875,11821.7998046875,0,0,0
0,21,12,1,0,0,13714.900390625,13339.7001953125,11651.900390625,0,0,0
0,24,12,1,0,1,13714.900390625,16112.900390625,16255,0,0,0
0,39,12,1,0,1,13714.900390625,17008.099609375,14629.5,0,0,0
0,27,12,1,0,1,13714.900390625,19425,25860.19921875,0,0,0
0,27,14,1,0,0,13812.7998046875,17036.69921875,20688.19921875,0,0,0
0,20,12,1,0,1,14322.2001953125,17903.19921875,14777.2998046875,0,0,0
0,29,12,1,0,1,14392.7998046875,15396.7998046875,14777.2998046875,0,0,0
0,26,14,1,0,1,14506.400390625,17187.099609375,21678.19921875,0,0,0
0,24,12,1,0,1,14694.5,11816.099609375,11821.7998046875,0,0,0
0,22,14,1,0,1,14694.5,12532.2998046875,21397.5,0,0,0
0,27,12,1,0,1,14694.5,13427.400390625,14079.7998046875,0,0,0
0,28,12,1,0,1,14694.5,14859.7001953125,19210.400390625,0,0,0
0,35,12,1,0,1,14694.5,17187.099609375,21279.30078125,0,0,0
0,22,12,1,0,1,14790.5,14680.599609375,14038.400390625,0,0,0
0,42,12,1,0,1,14988.400390625,11185.900390625,0,0,0,0
0,31,12,1,0,0,15282.2998046875,17903.19921875,14777.2998046875,0,0,0
0,32,16,1,0,1,15282.2998046875,19693.5,28076.80078125,0,0,0
0,22,13,1,0,1,15403.7998046875,14320.7998046875,18660.69921875,0,0,0
0,26,12,1,0,1,15411.599609375,8951.6103515625,11082.900390625,0,0,0
0,26,12,1,0,1,15478.2001953125,18175.400390625,19949.30078125,0,0,0
0,25,12,1,0,1,15674.099609375,3738.18994140625,10512.5,0,0,0
0,28,15,1,0,1,15674.099609375,9452.900390625,31032.30078125,0,0,0
0,21,13,1,0,1,15674.099609375,12532.2998046875,25121.400390625,0,0,0
0,54,16,1,0,1,15674.099609375,14322.599609375,11821.7998046875,0,0,0
0,26,12,1,0,1,15674.099609375,15217.7001953125,15516.099609375,0,0,0
0,34,12,1,0,1,15674.099609375,15754.7998046875,17732.69921875,0,0,0
0,21,12,1,0,1,15674.099609375,16112.900390625,11821.7998046875,0,0,0
0,23,12,1,0,1,15674.099609375,16202.400390625,19210.400390625,0,0,0
0,26,12,1,0,1,15674.099609375,17983.80078125,20688.19921875,0,0,0
0,21,12,1,0,1,15674.099609375,19693.5,19210.400390625,0,0,0
0,54,12,1,0,0,15674.099609375,25064.5,20688.19921875,0,0,0
0,23,12,1,0,1,15870.099609375,30435.5,27781.30078125,0,0,0
0,26,12,1,0,1,15987.599609375,17903.19921875,19506,0,0,0
0,28,12,1,0,1,15987.599609375,19693.5,13299.5,0,0,0
0,27,12,1,0,1,16011.099609375,16112.900390625,20460.599609375,0,0,0
0,35,12,1,0,1,16066,16086,19210.400390625,0,0,0
0,36,12,1,0,1,16261.900390625,21304.80078125,22165.900390625,0,0,0
0,21,12,1,0,1,16653.80078125,9846.76953125,7388.6298828125,0,0,0
0,25,12,1,0,0,16653.80078125,14859.7001953125,22904.80078125,0,0,0
0,25,16,1,0,1,16653.80078125,17008.099609375,21870.400390625,0,0,0
0,24,14,1,0,1,16653.80078125,28466.099609375,40637.5,0,0,0
0,26,14,1,0,0,16667.5,21483.900390625,28815.69921875,0,0,0
0,23,12,1,0,1,16708.599609375,10491.2998046875,7565.9599609375,0,0,0
0,22,14,1,0,1,16849.69921875,21125.80078125,24086.900390625,0,0,0
0,43,12,1,0,1,17633.400390625,10741.900390625,21858.5,0,0,0
0,28,14,1,0,1,17633.400390625,12532.2998046875,16255,0,0,0
0,23,12,1,0,1,17633.400390625,15217.7001953125,15516.099609375,0,0,0
0,27,14,1,0,1,17633.400390625,16112.900390625,26599.099609375,0,0,0
0,26,12,1,0,1,17633.400390625,17416.30078125,23643.599609375,0,0,0
0,26,12,1,0,1,17633.400390625,18798.400390625,18471.599609375,0,0,0
0,24,13,1,0,0,17633.400390625,25064.5,22165.900390625,0,0,0
0,23,12,1,0,1,17672.599609375,14322.599609375,12294.7001953125,0,0,0
0,30,12,1,0,1,17760.80078125,17366.099609375,19210.400390625,0,0,0
0,21,13,1,0,0,18221.19921875,21125.80078125,21870.400390625,0,0,0
0,30,12,1,0,1,18338.69921875,25422.599609375,22165.900390625,0,0,0
0,27,14,1,0,1,18613,0,13299.5,0,1,0
0,32,12,1,0,1,18613,16112.900390625,17732.69921875,0,0,0
0,28,12,1,0,0,18613,17008.099609375,19949.30078125,0,0,0
0,44,12,1,0,1,18613,23632.30078125,19210.400390625,0,0,0
0,44,12,1,0,1,18613,23632.30078125,19210.400390625,0,0,0
0,36,12,1,0,1,18613,25064.5,33692.19921875,0,0,0
0,32,13,1,0,1,18809,14143.5,26599.099609375,0,0,0
0,37,12,1,0,1,18809,16112.900390625,32510,0,0,0
0,34,12,1,0,0,18848.099609375,30435.5,12560.7001953125,0,0,0
0,24,13,1,0,1,18881.5,16112.900390625,12560.7001953125,0,0,0
0,23,12,1,0,1,19004.900390625,13427.400390625,13299.5,0,0,0
0,27,12,1,0,1,19004.900390625,19693.5,19210.400390625,0,0,0
0,37,12,1,0,1,19004.900390625,25959.69921875,25860.19921875,0,0,0
0,24,16,1,0,0,19494.69921875,15217.7001953125,23643.599609375,0,0,0
0,37,12,1,0,1,19586.80078125,12031,14777.2998046875,0,0,0
0,21,12,1,0,0,19592.69921875,716.1290283203125,22165.900390625,0,0,0
0,25,12,1,0,1,19592.69921875,5370.97021484375,24642.599609375,0,0,0
0,24,13,1,0,1,19592.69921875,11637.099609375,18442,0,0,0
0,24,12,1,0,0,19592.69921875,11995.2001953125,19210.400390625,0,0,0
0,32,14,1,0,1,19592.69921875,12335.2998046875,14777.2998046875,0,0,0
0,20,12,1,0,1,19592.69921875,16709.099609375,12708.400390625,0,0,0
0,23,12,1,0,1,19592.69921875,17008.099609375,22165.900390625,0,0,0
0,34,12,1,0,1,19592.69921875,17366.099609375,19210.400390625,0,0,0
0,23,12,1,0,1,19592.69921875,17366.099609375,14777.2998046875,0,0,0
0,27,12,1,0,1,19592.69921875,17724.19921875,25121.400390625,0,0,0
0,23,12,1,0,1,19592.69921875,17903.19921875,26599.099609375,0,0,0
0,20,12,1,0,1,19592.69921875,18619.400390625,23643.599609375,0,0,0
0,31,12,1,0,1,19592.69921875,19466.19921875,20259.599609375,0,0,0
0,29,16,1,0,1,19592.69921875,20588.69921875,42854.1015625,0,0,0
0,53,12,1,0,1,19592.69921875,21483.900390625,23643.599609375,0,0,0
0,23,12,1,0,1,19592.69921875,23274.19921875,21427,0,0,0
0,28,12,1,0,1,19592.69921875,24169.400390625,25860.19921875,0,0,0
0,27,14,1,0,0,19592.69921875,25064.5,28815.69921875,0,0,0
0,30,12,1,0,1,19592.69921875,26854.80078125,25897.19921875,0,0,0
0,36,12,1,0,1,19749.400390625,25064.5,23643.599609375,0,0,0
0,34,12,1,0,1,19788.599609375,23274.19921875,31032.30078125,0,0,0
0,28,16,1,0,1,20082.5,19335.5,21279.30078125,0,0,0
0,25,16,1,0,0,20233.30078125,19335.5,23052.5,0,0,0
0,38,12,1,0,0,20572.30078125,14322.599609375,16255,0,0,0
0,24,12,1,0,1,20572.30078125,25959.69921875,31032.30078125,0,0,0
0,46,12,1,0,1,20572.30078125,32225.80078125,7882.18994140625,0,0,0
0,25,14,1,0,1,20768.19921875,23274.19921875,26303.5,0,0,0
0,26,12,1,0,1,21117,22379,25121.400390625,0,0,0
0,23,13,1,0,1,21160.099609375,17903.19921875,23643.599609375,0,0,0
0,27,12,1,0,1,21356,20588.69921875,21722.599609375,0,0,0
0,35,12,1,0,1,21551.900390625,14322.599609375,15638.7998046875,0,0,0
0,35,12,1,0,1,21551.900390625,14322.599609375,15638.7998046875,0,0,0
0,34,12,1,0,1,21551.900390625,17903.19921875,25121.400390625,0,0,0
